timestamp,temperature_c,humidity_percent,pressure_hpa,gas_resistance_ohm
2026-03-10T17:24:34.111910,22.354609375,48.40723585081576,993.2139150077753,8285
2026-03-10T17:24:36.308627,22.3690625,48.324387944872086,993.2291815111929,5684
2026-03-10T17:24:38.501194,22.399921875,48.18922633758708,993.2411148916816,5684
2026-03-10T17:24:40.699056,22.4346875,48.042566671519495,993.2527300269328,5684
2026-03-10T17:24:42.893740,22.468671875,47.89592225662412,993.2530027492966,5684
2026-03-10T17:26:01.043683,22.4376171875,48.175708739840594,993.2491403459952,5684
2026-03-10T17:26:03.235485,22.4497265625,48.11681461821238,993.2505098154792,5684
2026-03-10T17:26:05.426171,22.4766796875,47.963223197832804,993.2392767500448,5684
2026-03-10T17:26:07.620826,22.5063671875,47.816113561255264,993.2308361396958,5684
2026-03-10T17:26:09.813027,22.53625,47.67516172345361,993.2310947367789,5684
2026-03-10T17:26:12.003488,22.564375,47.570206105141686,993.2234430786845,5684
2026-03-10T17:26:14.194296,22.5925,47.47733644069248,993.2275263753204,5684
2026-03-10T17:26:16.385347,22.61671875,47.38403899172781,993.2369564040772,5684
2026-03-10T17:26:18.579850,22.6399609375,47.314706723828785,993.2380786085664,5684
2026-03-10T17:26:20.771959,22.6633984375,47.23941405810548,993.2395179935875,5684
2026-03-10T17:26:22.963958,22.683125,47.19373197522265,993.226499024472,5684
2026-03-10T17:26:25.155495,22.7048046875,47.13028117838971,993.2200266594513,5684
2026-03-10T17:26:27.346109,22.7247265625,47.08464656539827,993.2240956824711,5684
2026-03-10T17:26:29.536690,22.7440625,47.032950332688095,993.2221726787648,5998
2026-03-10T17:26:31.728072,22.7610546875,46.96898759489303,993.2248020224201,6132
2026-03-10T17:26:33.919392,22.778046875,46.941031326339754,993.2106552913071,6506
2026-03-10T17:36:41.036262,22.43703125,48.054919133157924,993.0201635756313,9495
2026-03-10T17:36:43.227698,22.4481640625,47.95372652882268,993.0098716191001,5684
2026-03-10T17:36:45.421044,22.4758984375,47.81241799448191,993.0082901679796,5684
2026-03-10T17:36:47.614267,22.5075390625,47.65964437767294,993.0013568886658,5727
2026-03-10T17:36:49.804949,22.5356640625,47.53664927565797,993.0004065851189,6583
2026-03-10T17:36:51.996748,22.5633984375,47.40767247712459,992.9921061729883,7002
2026-03-10T17:36:54.187417,22.587421875,47.308379905866715,992.9911486241665,7617
2026-03-10T17:36:56.378146,22.61125,47.2211272862345,992.9932231518854,8190
2026-03-10T17:36:58.569139,22.631171875,47.15746069931332,992.9939385414401,8776
2026-03-10T17:37:00.760097,22.6477734375,47.07540947548311,992.9875453140434,9296
2026-03-10T17:37:02.956393,22.66359375,47.011298225286595,992.9832273538254,9873
2026-03-10T17:37:05.147030,22.6805859375,46.96534242612017,992.9825016127751,10382
2026-03-10T17:37:07.337619,22.696015625,46.92520682154221,992.9892831386263,10958
2026-03-10T17:37:09.528556,22.7098828125,46.884892076542144,992.9985408343385,11527
2026-03-10T17:37:11.719327,22.72296875,46.85648126101016,993.0031659053914,12209
2026-03-10T17:37:13.909956,22.73546875,46.810023175425826,993.0051549264209,12810
2026-03-10T17:37:16.100974,22.747578125,46.78150594861738,993.0031498008436,13322
2026-03-10T17:37:18.294420,22.758515625,46.73487885033545,992.9958729294246,13903
2026-03-10T17:37:20.485258,22.7700390625,46.72427329812503,993.0046504816883,14469
2026-03-10T17:37:22.675891,22.781171875,46.68367214879103,993.0060790973424,14988
2026-03-10T17:37:24.866467,22.79015625,46.66677692080424,993.0073493745449,15567
2026-03-10T17:37:27.057041,22.7993359375,46.63793004059676,993.007261146562,16084
2026-03-10T17:37:29.248431,22.807734375,46.6030073031766,993.0008624916554,16623
2026-03-10T20:28:27.251147,23.4753125,45.5178038082915,990.8902102616057,10362
2026-03-10T20:28:29.443189,23.48859375,45.43602136218982,990.8984305459148,5684
2026-03-10T20:28:31.635984,23.520625,45.302940794476584,990.9187480570952,5684
2026-03-10T20:28:33.830079,23.5579296875,45.15274166226065,990.9392637138089,6956
2026-03-10T20:28:36.024631,23.5930859375,45.020223167623485,990.931081195447,8350
2026-03-10T20:28:38.217312,23.63,44.89986888478997,990.9475921022108,9837
2026-03-10T20:28:40.409595,23.6645703125,44.808970330166396,990.9502003709251,11130
2026-03-10T20:28:42.600351,23.6958203125,44.69994202203054,990.9490710323793,12590
2026-03-10T20:28:44.792826,23.724140625,44.608408903743026,990.9414820558038,13707
2026-03-10T20:28:46.983844,23.754609375,44.54085721958749,990.9424303788988,14699
2026-03-10T20:28:49.179107,23.7848828125,44.47330485570613,990.9531361230419,15659
2026-03-10T20:28:51.372821,23.8165234375,44.41777035070567,990.9475867591317,16482
2026-03-10T20:28:53.564004,23.8503125,44.35658124161916,990.9488942045158,17255
2026-03-10T20:28:55.757220,23.8809765625,44.29504824714728,990.9451038745009,18150
2026-03-10T20:28:57.950841,23.9122265625,44.23360078871559,990.9389033637372,18806
2026-03-10T20:29:00.146681,23.9403515625,44.15998804440329,990.9360073049958,19565
2026-03-10T20:29:02.340681,23.958515625,44.09116320139903,990.9269582143751,20253
2026-03-10T20:29:04.532021,23.9751171875,44.0339967441734,990.9338460233074,20928
2026-03-10T20:29:06.729485,23.9946484375,43.994900392254536,990.9371044341834,21563
2026-03-10T20:29:08.922378,24.01515625,43.950019152455006,990.9335498720637,22168
2026-03-10T20:29:11.114452,24.034296875,43.910893503827786,990.9378491526072,22711
2026-03-10T20:29:13.305464,24.051875,43.87159565932392,990.927836592632,23752
2026-03-10T20:29:15.499353,24.070625,43.850142705156564,990.9281349992566,24306
2026-03-10T20:29:17.692845,24.0903515625,43.79340331879831,990.9249807542038,24844
2026-03-10T20:29:19.888450,24.109296875,43.75428443660593,990.9289557424154,25376
2026-03-10T20:29:22.079950,24.1309765625,43.73907611131755,990.9373843567612,25837
2026-03-10T20:29:24.276753,24.1555859375,43.706512713294714,990.9489036619965,26429
2026-03-10T20:29:26.470415,24.1727734375,43.66131213310814,990.9483295533838,26964
2026-03-10T20:29:28.664026,24.1899609375,43.61022777764302,990.9544781569649,27379
2026-03-10T20:29:30.860368,24.2034375,43.56462461214249,990.9512180643267,28027
2026-03-10T20:29:33.054712,24.2175,43.5249901856127,990.9505926726816,28324
2026-03-10T20:29:35.247902,24.2301953125,43.52055011273892,990.9561447030603,28822
2026-03-10T20:29:37.441137,24.2387890625,43.480299350932505,990.9550144933398,29337
2026-03-10T20:29:39.633745,24.247578125,43.43419133768454,990.9542021041617,29850
2026-03-10T20:29:41.825824,24.2596875,43.39436033538745,990.9571170798484,30360
2026-03-10T20:29:44.018920,24.27140625,43.3839234396261,990.9577139633132,30821
2026-03-10T20:29:46.212023,24.2876171875,43.34456988680202,990.9656280248994,31341
2026-03-10T20:29:48.404292,24.304609375,43.32296625168876,990.9529569606112,31856
2026-03-10T20:29:50.596907,24.324140625,43.28400231609527,990.9444198354635,32241
2026-03-10T20:29:52.788598,24.3534375,43.257922528677724,990.9433800813508,32512
2026-03-10T20:29:54.980759,24.37609375,43.566704959712624,990.9365648212687,32812
2026-03-10T20:29:57.172698,24.4005078125,44.023964917411064,990.9275651719873,32536
2026-03-10T20:29:59.364816,24.425703125,44.506293430181515,990.9265611055843,33376
2026-03-10T20:30:01.559657,24.4469921875,44.44951117743712,990.930964082178,33961
2026-03-10T20:30:03.751795,24.4645703125,44.173286836789664,990.9461389139462,34454
2026-03-10T20:30:05.943648,24.47921875,43.914880487693814,990.9649506675102,34792
2026-03-10T20:30:08.136760,24.495234375,43.69830637243586,990.9708527586761,35310
2026-03-10T20:30:10.331025,24.5153515625,43.55908457954369,990.9682971024251,35398
2026-03-10T20:30:12.527385,24.5348828125,43.43757432465277,990.9816043648934,35784
2026-03-10T20:30:14.722151,24.5532421875,43.345447027254394,990.9997301371513,36270
2026-03-10T20:30:16.913524,24.5696484375,43.264912357749786,991.0163567103584,37026
2026-03-10T20:30:19.107535,24.5872265625,43.22572698958785,991.0382555033518,36332
2026-03-10T20:30:21.300311,24.6133984375,44.68835541974815,991.0691032167147,36332
2026-03-10T20:30:23.492301,24.6380078125,45.74501486834756,991.094041469677,36332
2026-03-10T20:30:25.685460,24.661640625,46.358062165371244,991.080379217188,37613
2026-03-10T20:30:27.879099,24.6817578125,46.132887723290104,991.0307073408724,37746
2026-03-10T20:30:30.074508,24.701484375,45.776481211530225,991.0174061866298,38496
2026-03-10T20:30:32.272403,24.720234375,45.271706045394126,991.019336349416,38811
2026-03-10T20:30:34.464434,24.728828125,44.77312993775804,991.0215524397945,39348
2026-03-10T20:30:36.657229,24.7356640625,44.35278631147879,991.0057642267493,39862
2026-03-10T20:30:38.848711,24.7391796875,44.11638695111114,991.0148533299248,40050
2026-03-10T20:31:43.356259,24.1067578125,44.63511829285088,991.0189434509276,37317
2026-03-10T20:31:45.549765,24.1188671875,44.55946786834391,991.0201856689123,20949
2026-03-10T20:31:47.745632,24.146015625,44.42636582115951,991.0173564320247,28959
2026-03-10T20:31:49.941970,24.1766796875,44.27601386187202,991.0168897452514,32913
2026-03-10T20:31:52.133565,24.205,44.13142439569102,991.0193245904491,34735
2026-03-10T20:31:54.327830,24.236640625,44.01687007852513,991.0137164663095,36456
2026-03-10T20:31:56.519941,24.2673046875,43.92589210656389,991.0115561213944,37285
2026-03-10T20:31:58.710843,24.2938671875,43.85809625058277,991.009434933456,38635
2026-03-10T20:32:00.902553,24.31671875,43.77219393053096,991.0046280303206,39640
2026-03-10T20:32:03.095142,24.338203125,43.70976601048165,991.0127239947719,39493
2026-03-10T20:32:05.288853,24.3614453125,43.647559393795945,991.0119116464854,40391
2026-03-10T20:32:07.481171,24.381953125,43.602743446726215,991.0167319506767,41330
2026-03-10T20:32:09.674827,24.395234375,43.545322524636205,991.0299581525346,42398
2026-03-10T20:32:11.870105,24.403828125,43.487382975108034,991.0439565415145,42230
2026-03-10T20:32:14.064537,24.4122265625,43.49423523520522,991.0525920556763,41612
2026-03-10T20:32:16.256581,24.428828125,43.54327612658596,991.059454862734,41857
2026-03-10T20:32:18.448474,24.439375,43.52680417302224,991.066544551807,42695
2026-03-10T20:32:20.638034,24.44796875,43.510109838176135,991.0553174155212,43971
2026-03-10T20:32:22.830300,24.4575390625,43.48763669647798,991.0540888527274,43170
2026-03-10T20:32:25.021638,24.468671875,43.47712737388417,991.0503596333817,29663
2026-03-10T20:32:27.213149,24.47765625,43.40158190900422,991.0397669099568,16456
2026-03-10T20:32:29.404930,24.4825390625,43.26674767227627,991.0342656472075,19076
2026-03-10T20:32:31.597605,24.4887890625,43.143934931872,991.0276273885971,17116
2026-03-10T20:32:33.790654,24.4966015625,42.986136584617796,991.0319427321857,16060
2026-03-10T20:32:35.984102,24.5067578125,42.8346178274312,991.0333478384746,17227
2026-03-10T20:32:38.176251,24.5169140625,42.70668997082958,991.0280250772319,16953
2026-03-10T20:32:40.368383,24.5294140625,42.63773551739089,991.0248369296444,19765
2026-03-10T20:32:42.561991,24.5399609375,42.61547545251131,991.0151032454005,17103
2026-03-10T20:32:44.753915,24.54796875,42.52847203707621,991.013007328323,19008
2026-03-10T20:32:46.944466,24.554609375,42.40037286513363,991.0137304045965,16393
